IDADE,FORMAÇÃO DA MÃE,FORMAÇÃO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A  ESCOLA,GESTÃO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NÚMERO DE PONTOS EM MATEMÁTICA,SEXO,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMÁTICA
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
,,,,,,,,,,,,,,,,,
19,3,5,1,1,3,1,1,0,3,3,3,1,10,7,2,228.72,269.56
20,2,5,1,1,5,1,2,1,2,2,2,1,12,6,2,255.73,252.24
17,4,4,1,0,3,1,0,0,3,3,3,2,18,5,2,296.09,261.24
20,1,4,1,0,5,1,1,0,3,3,3,3,8,5,2,211.28,236.5
19,1,3,1,0,3,1,2,1,2,2,2,4,17,3,2,298.31,223.14
19,2,2,1,1,3,1,1,0,2,2,2,1,15,4,2,285.49,228.69
18,2,4,0,0,3,1,1,0,2,2,2,1,10,6,2,231.11,290.85
20,5,5,1,0,3,1,2,0,3,3,3,2,23,12,2,358.79,340.07
17,2,2,0,0,3,1,0,0,2,2,2,1,16,6,2,292.17,250.31
20,1,1,0,0,9,1,0,0,1,1,2,1,7,3,2,223.36,240.34
17,3,1,1,0,3,1,0,0,3,3,2,2,13,7,2,265.38,285.41
18,5,5,1,0,5,1,1,0,3,3,2,1,17,10,2,284.98,327.74
18,3,1,1,0,3,1,0,0,3,2,2,1,18,6,2,292.01,266.69
18,4,4,0,0,5,1,0,0,3,2,3,1,11,6,2,226.15,218.39
17,6,2,1,2,5,1,0,0,1,1,2,1,19,4,2,314.14,266.28
18,2,2,0,0,3,1,0,0,2,2,2,1,14,6,2,271.33,269.83
20,1,4,1,0,3,1,1,1,3,3,1,1,9,2,2,239.62,233.89
20,5,6,0,0,3,1,1,1,2,2,2,1,11,6,2,242.09,256.78
20,3,3,1,0,5,1,1,1,3,3,3,2,15,5,2,258.63,261.33
17,5,4,1,1,3,1,0,0,2,3,2,3,7,4,2,211.28,230.39
17,3,3,1,0,5,1,0,0,2,1,1,4,15,8,2,263.6,271.1
17,3,1,1,0,7,1,0,0,3,3,3,4,21,7,2,323.35,297.61
17,5,6,1,1,3,1,0,0,2,2,2,1,10,4,2,236.75,234.12
18,3,3,0,0,5,1,0,0,2,2,2,2,12,3,2,254.49,222.96
17,3,2,0,0,5,1,0,0,3,3,3,3,21,10,2,309.71,323.83
17,4,3,1,0,3,1,0,0,2,2,2,3,6,5,2,191.87,237.01
18,2,2,0,0,3,1,0,0,3,3,3,3,10,5,2,249.37,252.61
18,4,5,0,0,3,3,0,0,2,2,2,2,15,6,2,280.62,246.38
17,4,4,0,0,3,1,0,0,2,2,2,2,16,1,2,284.06,217.41
17,5,5,1,1,5,1,0,0,1,1,1,4,15,1,2,267.66,237.55
17,2,2,1,1,3,3,0,0,2,1,3,2,10,5,2,241.28,259.8
17,4,3,1,1,3,1,0,0,2,2,2,1,21,8,2,319.96,278.88
19,2,2,0,1,3,1,0,0,0,2,1,3,20,10,2,307.52,310.03
17,5,5,0,0,3,1,0,0,2,2,2,2,16,13,2,287.13,327.38
18,5,1,1,0,3,1,0,0,2,2,2,1,8,4,2,220.05,231.3
17,3,1,0,0,5,1,0,0,3,2,2,4,18,8,2,303.52,308.95
18,3,5,1,0,3,1,0,0,3,3,3,1,24,10,2,361.94,310.5
18,1,1,0,0,3,1,0,0,0,0,0,4,22,6,2,320.87,250.74
18,1,1,0,0,3,1,0,0,2,2,2,3,12,3,2,260.56,235.15
17,4,4,1,0,3,1,0,0,3,2,3,1,4,5,2,180.11,263.11
18,3,4,1,1,3,1,0,0,1,2,2,2,10,4,2,205.95,237.44
17,3,4,1,0,5,1,0,0,3,2,2,2,15,11,2,281.54,339.39
17,4,1,1,0,3,2,0,0,3,2,2,1,13,6,2,269.78,258.35
18,5,6,1,0,5,1,1,0,2,2,2,4,15,6,2,272.43,252.94
17,4,4,1,1,3,1,0,0,3,1,2,1,12,1,2,262.03,217.36
17,5,5,1,1,3,1,1,0,2,2,3,2,17,6,2,282.3,276.66
18,6,6,1,0,3,1,0,0,3,3,3,1,13,7,2,259.28,273.83
18,5,5,1,1,5,1,0,0,2,2,1,2,14,6,2,265.86,245.78
18,3,4,1,0,3,1,0,0,2,2,2,2,10,6,2,231.48,239.26
18,2,2,1,0,3,1,0,0,2,2,2,3,18,7,2,297.82,285.53
17,4,5,1,1,3,3,0,0,2,2,2,2,20,8,2,326.47,312.54
17,5,4,1,1,5,1,0,0,2,2,2,4,22,14,2,340.49,379.17
17,2,2,1,2,3,1,0,0,2,2,2,1,10,5,2,229.72,229.31
18,5,5,1,0,3,3,0,0,3,3,3,2,18,6,2,276.17,271.45
17,3,2,1,0,3,3,0,0,2,2,3,2,10,4,2,235.44,253.22
17,2,2,1,1,3,1,0,0,1,2,2,3,7,3,2,193.86,193.98
17,4,5,1,1,5,3,0,0,2,2,2,4,21,15,2,327.7,386.54
17,5,6,1,1,5,1,0,0,2,2,2,4,14,10,2,279.68,265.91
17,1,2,0,0,3,1,0,0,2,3,3,4,19,11,2,309.83,328.26
18,1,5,0,0,3,1,1,0,3,3,3,2,10,5,2,241.22,251.6
18,6,6,1,2,3,1,0,0,3,3,2,1,11,9,2,247.15,313.22
18,4,2,0,0,3,1,0,0,2,2,3,2,5,4,2,174.86,207.09
18,3,3,1,0,3,1,0,0,2,3,2,1,8,0,2,230.95,217.36
20,2,2,1,0,3,1,2,0,3,3,2,4,15,8,2,271.52,336.63
17,5,6,1,0,3,1,0,0,2,2,2,1,19,5,2,282.86,231.65
17,1,2,1,0,3,1,0,0,2,2,2,1,22,5,2,334.84,250.29
17,4,3,1,0,5,1,0,0,2,2,2,3,12,9,2,257.99,315.34
18,5,4,1,0,3,1,0,0,3,1,1,3,5,4,2,188,225.66
19,5,1,1,0,5,1,2,0,1,2,1,1,7,3,2,220.13,223.29
17,2,4,0,0,3,1,0,0,2,3,2,1,13,3,2,264.87,220.63
20,6,3,0,1,5,1,1,0,3,2,3,3,9,5,2,223.35,264.61
18,5,5,1,0,7,1,0,0,3,3,2,2,18,3,2,297.23,201.67
18,1,1,0,0,3,1,0,0,3,2,3,4,19,16,2,310.94,387.54
17,3,1,1,1,5,1,0,0,3,3,3,2,9,1,2,239.92,228.88
18,6,5,1,1,3,1,0,0,3,2,2,3,4,6,2,185.51,198.2
19,3,3,0,0,3,1,0,0,3,2,2,3,5,7,2,201,249.03
18,4,1,1,0,3,1,0,0,3,2,2,1,13,3,2,265.63,210.17
17,6,3,1,1,3,3,0,0,2,3,3,1,17,12,2,305.43,340.25
18,5,2,0,0,5,1,0,0,2,2,2,2,11,4,2,227.34,235.98
17,3,2,1,0,7,1,0,0,3,3,3,2,20,6,2,322.52,265.06
18,4,2,1,0,5,1,0,0,2,3,3,3,16,8,2,294.59,261.2
17,5,6,1,0,3,1,0,0,2,3,3,4,18,6,2,297.17,265
18,4,4,1,0,5,1,1,0,2,2,2,1,9,5,2,218.4,252.34
18,4,3,1,2,3,1,0,0,1,2,1,3,17,4,2,287.5,229.08
19,4,5,1,0,5,2,1,1,3,1,1,2,13,6,2,265.3,268.13
18,6,5,1,1,5,1,0,0,2,2,2,2,15,7,2,259.5,299.43
18,4,2,0,0,5,1,1,0,3,2,2,4,25,20,2,379.38,411.87
17,1,1,0,0,5,1,0,0,2,2,2,4,21,10,2,320.29,291.81
18,3,3,1,0,3,1,0,0,2,2,2,1,18,9,2,290.32,289.46
17,5,4,1,0,5,1,0,0,2,2,2,4,25,9,2,356.89,323
17,4,5,0,0,3,1,0,0,3,3,3,1,14,8,2,273.88,280.36
17,5,5,1,1,3,1,0,0,2,2,2,1,15,9,2,278.46,291.2
19,2,2,0,0,3,1,1,0,2,2,2,2,13,2,2,263.75,211.44
17,6,6,1,1,5,1,0,0,3,3,3,1,22,6,2,342.75,290.87
18,4,2,0,0,3,1,0,0,3,3,3,1,9,6,2,226.88,241.35
19,6,3,1,1,3,3,1,0,2,2,2,4,24,16,2,355.75,397.1
17,5,5,1,0,5,1,0,0,3,3,3,1,10,6,2,234.79,263.74
17,1,1,0,0,3,1,0,0,3,3,3,1,20,20,2,328.93,427.52
17,3,1,1,1,3,1,0,0,1,2,2,2,17,5,2,300.3,238.38
17,3,1,0,0,5,1,0,0,2,2,2,1,14,7,2,268.1,254.5
17,1,1,1,0,5,1,0,0,1,3,3,1,17,5,2,287.36,226.9
18,5,5,1,0,3,1,0,0,3,3,0,1,12,4,2,250.38,282.6
17,4,3,0,0,3,1,0,0,3,3,2,4,6,5,2,205.33,240.25
19,5,5,1,0,3,1,1,1,3,3,3,1,7,6,2,224.95,248.69
17,6,5,1,1,5,1,0,0,2,2,3,3,5,7,2,201.7,242.39
17,5,6,1,1,3,1,0,0,2,2,2,1,16,4,2,269.9,247.51
18,2,2,0,0,5,1,0,0,2,1,2,3,18,3,2,292.14,199.06
17,1,1,1,0,3,1,0,0,3,1,2,1,9,8,2,236.67,233.62
17,3,4,0,0,3,1,0,0,2,2,2,1,17,4,2,288.53,205.36
17,3,3,1,0,3,1,0,0,2,2,2,4,18,16,2,307.84,398.01
17,4,1,0,0,3,1,0,0,2,2,2,4,21,8,2,329.37,288.14
18,3,3,1,0,3,1,0,0,3,3,3,1,22,9,2,327.2,307.82
17,2,2,0,0,3,1,0,0,2,2,2,1,20,14,2,320.82,365.61
18,3,1,0,0,3,1,0,0,2,2,2,4,18,7,2,303.38,300.86
18,3,3,0,0,3,1,1,0,2,2,2,1,22,5,2,332.53,233.42
20,2,2,0,0,5,1,0,1,2,2,2,2,6,6,2,193.59,260.22
17,3,2,0,0,5,1,0,0,2,3,3,2,5,7,2,192.08,278.96
17,5,5,1,0,3,1,0,0,3,3,3,1,18,5,2,301.53,257.06
17,4,4,1,0,3,3,0,0,3,2,1,4,25,20,2,376.17,449.92
17,4,2,1,1,3,1,0,0,2,2,2,1,8,6,2,228.64,279.61
18,3,2,1,0,5,1,0,0,2,2,1,1,21,9,2,323.64,286.79
18,5,3,1,0,5,1,0,0,3,3,3,3,9,5,2,192.89,255.42
18,1,2,0,0,3,1,1,0,2,2,2,1,22,5,2,331.73,223.18
18,2,2,1,1,3,1,0,0,1,1,1,1,6,5,2,187.1,221.15
19,2,2,0,0,5,1,1,0,2,2,2,1,13,3,2,270.08,230.45
17,1,1,1,0,3,1,0,2,3,3,2,4,19,11,2,306.66,340.94
17,5,3,1,0,3,1,0,0,3,2,2,1,24,12,2,361.24,362.5
17,3,3,1,1,5,1,0,0,2,2,2,2,14,5,2,252.81,243.95
19,2,2,1,0,3,1,1,0,2,2,2,2,19,10,2,311.02,311.15
18,1,1,0,0,7,1,0,0,2,2,2,1,9,7,2,234.24,279.47
17,4,3,1,0,3,1,0,0,2,3,2,3,12,4,2,239.57,228.52
18,2,2,0,0,3,1,1,0,2,2,1,2,12,9,2,264.31,332.1
17,5,3,1,1,3,1,0,0,3,3,2,1,9,6,2,239.53,273.19
18,6,5,1,1,3,1,0,0,2,2,1,1,17,13,2,288.11,333.9
17,5,5,1,1,3,1,0,0,1,1,0,1,12,4,2,253.91,222.06
18,1,3,1,0,5,1,0,0,3,3,3,2,12,7,2,256.69,266.12
19,5,4,1,0,3,1,0,0,3,3,2,1,20,9,2,320.62,290.74
17,3,5,0,0,3,1,0,0,3,2,1,1,11,3,2,246.81,239.89
19,4,1,1,0,3,1,0,0,3,3,3,1,6,6,2,209.77,269.69
18,6,2,1,1,5,1,0,0,2,2,1,3,4,3,2,171.05,227.79
17,4,2,0,0,9,1,1,2,2,3,2,1,18,6,2,307.67,288.14
19,5,5,1,0,3,1,1,0,3,3,3,1,17,10,2,304.53,306.5
18,3,3,1,0,3,1,0,0,3,3,2,1,12,7,2,249.26,284.28
18,2,2,1,0,3,1,1,0,3,2,2,2,8,3,2,211.59,210.31
19,3,3,1,1,3,1,1,1,3,2,3,3,14,4,2,255.25,193.63
17,4,3,1,0,3,1,0,0,3,3,3,3,18,6,2,295.4,264.07
17,4,2,0,0,3,1,0,0,2,3,3,2,9,8,2,231.01,274.87
19,2,4,1,0,3,1,1,0,2,2,1,1,9,2,2,228.36,232.5
18,4,4,1,0,3,1,0,0,3,3,1,1,22,10,2,315.4,261.23
20,3,2,1,2,3,1,1,2,2,2,2,1,21,10,2,338.29,320.11
18,5,5,1,1,3,1,2,0,2,2,2,4,13,6,2,264.37,287.62
20,1,1,1,1,3,1,1,0,3,2,1,1,18,7,2,295.39,295.11
20,2,2,0,0,3,1,2,0,2,3,2,4,23,22,2,362.27,415.23
18,5,4,0,0,3,1,1,0,2,3,3,2,6,8,2,193.68,271.31
20,2,2,1,1,3,1,2,0,3,2,3,3,14,6,2,253.87,271.2
20,1,3,1,0,3,1,2,2,2,2,2,3,11,3,2,258.27,221.71
17,1,4,0,0,3,1,0,0,1,2,1,1,7,1,2,195.98,232.74
18,6,1,1,0,3,1,1,0,2,1,1,1,15,3,2,279.19,224.62
20,1,1,0,0,5,1,2,1,3,2,2,2,4,8,2,167.33,252.4
17,3,1,1,1,3,1,0,0,2,2,2,3,6,3,2,194.02,224.57
20,6,5,1,1,7,3,0,2,2,2,2,4,20,16,2,314.96,381.7
17,6,3,1,0,3,3,0,0,2,2,2,4,24,22,2,355.99,443.13
18,2,2,1,1,3,1,1,1,2,1,2,1,17,7,2,294.38,264.62
18,1,1,1,0,3,1,0,0,2,2,1,2,17,7,2,299.06,288.62
17,4,1,0,1,5,1,0,0,3,2,2,1,7,5,2,214.91,222.31
17,3,4,1,1,3,1,1,0,2,2,2,1,15,4,2,273.91,218.83
17,5,3,0,0,3,1,0,0,2,3,3,3,7,3,2,217.84,248.34
18,2,2,1,1,3,3,0,0,1,1,2,2,21,9,2,317.52,286.01
17,3,3,1,1,3,1,0,0,2,2,2,2,13,11,2,264.68,299.09
17,6,2,1,1,3,1,0,0,2,2,1,1,9,4,2,236.56,245.26
20,3,3,1,1,5,2,1,0,2,3,3,2,12,10,2,248.78,299.11
17,4,5,1,1,3,1,0,0,2,2,2,1,20,5,2,319.6,276.74
19,5,5,1,0,3,1,2,0,3,3,3,1,10,4,2,237.84,235.58
18,1,4,1,0,3,1,0,0,3,2,2,1,15,5,2,272.36,245.34
20,3,3,0,0,3,1,2,1,2,2,3,3,12,4,2,239.88,217.3
17,6,2,1,0,3,1,0,0,0,2,2,1,12,8,2,252.42,269.38
18,3,3,1,0,3,1,1,0,2,2,2,1,19,14,2,315.78,357.88
18,5,5,1,0,5,1,1,0,2,2,1,1,17,2,2,293.33,228.76
18,5,4,1,1,3,3,1,0,2,2,2,1,19,7,2,311,230.58
17,5,3,0,0,5,1,0,0,3,3,2,1,13,3,2,265.69,220.84
17,6,4,1,1,5,1,0,0,2,2,2,4,18,9,2,300.36,296.35
17,4,3,1,0,3,1,0,0,2,2,2,1,8,8,2,210.57,329.04
17,5,5,1,0,3,1,0,0,2,2,2,1,11,4,2,233.8,231.3
17,5,4,1,0,3,3,0,0,2,2,1,1,6,4,2,201.67,230.95
18,3,1,0,0,5,1,0,0,2,3,2,2,18,1,2,287.58,226.07
17,5,4,1,1,5,1,0,0,2,2,2,2,19,3,2,297.78,228.94
17,3,3,0,0,3,1,0,0,2,2,2,1,21,5,2,317.33,279.07
17,4,4,1,0,5,2,0,0,2,2,2,3,2,6,2,180.47,254.36
17,5,5,1,1,3,1,0,0,3,2,2,4,20,5,2,299.04,284.74
17,6,5,0,0,3,1,0,0,2,2,2,3,8,7,2,224.88,230.04
17,4,3,1,0,3,1,0,0,1,1,2,1,16,7,2,264.22,261.77
20,3,3,1,1,5,1,1,2,2,3,3,1,20,5,2,289.39,269.08
18,2,2,1,0,7,1,0,0,2,2,2,1,9,4,2,241.55,216.85
17,5,3,1,1,3,1,0,0,2,1,1,1,17,5,2,277.15,244.5
20,2,2,1,1,3,1,0,2,2,2,2,3,5,7,2,186.4,206.25
20,3,3,0,0,5,1,2,0,3,3,2,4,22,12,2,328.28,296.9
18,3,5,0,0,3,1,0,0,3,3,3,1,10,8,2,237.73,239.58
18,6,3,1,1,5,3,1,0,2,2,2,2,19,9,2,302.62,313.87
19,5,2,1,1,3,3,2,0,2,3,3,2,22,3,2,338.82,219.07
18,6,5,1,1,5,3,1,1,2,2,1,2,17,5,2,276.62,239.29
18,1,5,0,0,3,1,0,0,0,2,2,4,21,16,2,307.35,402.49
19,4,4,1,0,3,1,1,0,2,1,1,1,18,5,2,290.32,261.56
17,2,2,0,0,3,2,0,0,2,1,1,1,20,6,2,302.47,267.78
18,2,2,0,0,7,2,1,0,2,2,2,1,10,11,2,247.27,314.78
20,5,4,1,0,3,1,2,0,1,2,2,2,16,7,2,276.89,291.73
17,5,2,1,1,3,1,1,0,2,2,2,1,12,6,2,261.11,254.92
18,4,4,1,1,3,1,0,0,2,2,2,1,13,0,2,258.78,199.22
18,2,2,1,0,3,1,0,0,1,1,1,1,11,9,2,257.22,278.85
17,1,3,1,0,3,1,0,0,0,2,0,2,14,6,2,273.83,283.79
18,1,5,1,1,3,2,0,0,2,2,3,3,7,5,2,208.6,200.12
17,4,4,1,0,3,1,0,0,2,2,1,2,10,5,2,225.78,232.18
17,6,3,1,1,3,3,0,0,2,2,1,2,4,2,2,154.37,210.4
17,3,3,0,0,3,1,0,0,1,2,1,3,10,6,2,220.9,267.75
17,3,3,1,0,3,1,0,0,2,1,2,3,6,4,2,195.57,220.35
20,1,1,1,0,3,1,2,1,2,2,2,2,6,8,2,194.02,261.88
17,6,5,0,0,3,1,0,0,2,1,2,3,9,4,2,215.99,246.13
18,3,3,0,0,3,1,0,0,2,2,3,2,13,8,2,261.77,289.25
17,1,5,0,0,3,1,0,0,3,2,2,2,7,2,2,231.05,210.32
17,5,5,0,0,3,1,0,0,2,3,3,1,22,15,2,339.26,400.1
18,2,1,1,0,3,1,0,0,2,2,3,3,4,5,2,182.13,209.26
18,1,1,0,0,3,1,1,0,2,3,3,3,23,11,2,342.8,347.86
20,3,1,0,0,5,1,2,0,3,2,3,1,5,2,2,186.47,201.68
17,1,1,0,0,3,1,0,0,3,3,2,3,20,5,2,315.27,231.5
20,5,5,1,1,7,1,2,0,2,2,2,1,17,2,2,294.02,218.37
18,1,1,0,0,3,1,0,0,3,3,3,1,12,4,2,238.69,202.52
17,3,4,0,0,3,1,0,0,2,2,2,2,14,10,2,271.92,330.88
17,5,2,0,0,5,3,0,0,2,2,2,1,18,6,2,291.89,277.73
19,5,5,1,1,3,3,1,0,1,2,2,1,11,5,2,230.1,252.38
17,1,1,0,0,5,1,0,0,2,2,2,2,13,4,2,257.17,243.63
19,2,2,1,1,5,2,2,0,2,2,3,2,20,5,2,304.14,241.85
19,2,2,1,1,5,1,0,0,2,1,2,3,19,4,2,300.76,211.81
17,3,3,1,0,3,1,0,0,3,3,3,1,15,6,2,273.07,264.67
17,3,1,0,0,5,1,0,0,2,3,2,1,11,2,2,239.01,219.25
18,1,1,0,0,3,1,1,0,3,3,3,4,19,18,2,303.07,388.13
17,1,1,0,0,5,1,0,0,2,2,2,1,18,18,2,308.87,386.06
18,1,5,0,0,3,3,0,0,2,2,2,2,11,5,2,239.27,227.82
17,5,2,0,0,5,1,1,0,2,1,2,2,21,15,2,320.81,357.2
18,6,1,1,0,5,2,0,0,3,2,2,1,11,8,2,247.54,233.41
19,3,3,1,0,3,1,2,0,2,2,2,3,12,4,2,259.42,243.75
17,5,2,1,1,3,1,0,0,2,2,1,2,13,4,2,264.93,232.37
17,6,4,1,1,3,2,1,0,2,2,2,1,3,4,2,182.68,215.22
18,3,3,1,0,3,1,0,0,3,3,3,1,8,7,2,222.54,268.54
18,4,1,0,0,5,1,0,0,3,3,2,4,19,9,2,301.05,313.82
18,2,2,0,0,5,1,0,0,3,2,2,4,22,5,2,343.26,268.15
17,6,3,1,0,3,2,0,0,2,2,3,2,10,5,2,234.17,247.55
18,3,4,1,1,5,2,0,0,2,2,2,1,13,14,2,277.74,330.85
17,2,2,1,0,5,2,2,0,3,3,1,4,19,22,2,300.97,432.86
18,4,3,1,1,3,1,0,0,1,2,2,1,12,8,2,255.54,305.78
17,3,1,0,0,5,1,0,0,1,1,2,1,23,7,2,349.46,327.09
19,4,4,0,0,5,1,0,0,1,3,2,4,12,9,2,254.55,243.44
17,3,3,0,0,3,1,0,0,3,2,2,2,18,9,2,287.46,306.27
18,3,4,1,0,3,1,2,0,2,3,3,4,21,15,2,334.34,360.41
18,1,1,0,0,5,1,0,0,3,3,3,1,16,8,2,272.5,261.7
18,3,4,0,0,3,1,1,0,2,2,2,4,16,10,2,272.58,310.43
17,6,2,1,0,5,2,0,0,1,2,2,2,9,6,2,232.5,257.14
20,2,2,0,0,5,1,1,0,3,2,2,1,10,4,2,243.29,232.51
17,5,5,0,0,3,1,0,0,2,3,2,1,15,6,2,273.21,304.77
18,3,2,0,0,3,1,1,0,2,2,2,2,19,7,2,310.99,317
17,6,5,1,1,5,3,0,0,2,2,2,3,18,3,2,290.19,196.59
18,1,1,0,0,3,1,0,0,2,2,3,4,11,4,2,239.71,243.94
18,2,2,0,0,3,1,0,0,3,3,2,1,20,8,2,305.13,288.2
19,3,1,0,0,3,1,1,0,2,2,3,4,21,11,2,323.68,317.01
17,2,2,1,0,5,1,0,0,2,2,2,2,14,7,2,246.32,259.82
17,1,1,0,0,5,1,0,0,2,2,2,1,22,16,2,343.02,393.61
17,3,3,1,0,5,1,0,0,2,2,2,2,13,3,2,262.01,221.12
17,6,5,0,1,3,3,0,0,2,2,2,4,10,6,2,232.62,269.31
18,3,1,0,0,3,1,1,0,3,3,3,1,18,9,2,292.39,310.25
18,2,2,1,0,3,1,1,0,1,1,2,1,9,7,2,241.92,304.28
17,6,4,1,0,3,2,2,0,2,1,1,4,8,4,2,225.16,224.39
17,3,3,0,1,3,1,0,0,3,3,3,1,14,3,2,262.32,236.48
17,6,1,1,1,5,2,2,0,2,2,2,1,17,10,2,301.49,288.08
18,5,5,1,1,3,2,1,0,2,3,3,1,18,10,2,289.05,260.18
17,3,1,0,0,7,1,0,0,2,1,1,4,15,10,2,281.89,306.24
18,2,2,0,0,5,1,0,0,3,1,1,2,12,4,2,255.7,256.9
18,3,1,1,0,3,1,0,0,2,2,2,3,9,7,2,217.88,230.06
19,3,3,0,1,3,1,1,0,2,2,2,1,5,5,2,205.45,229.18
17,3,3,1,0,5,1,0,0,2,2,2,1,19,5,2,316,252.57
17,3,2,0,0,3,1,0,0,2,2,2,2,18,6,2,304.17,217.16
19,4,3,0,0,3,1,0,1,3,2,2,3,3,2,2,162.52,219.12
17,5,3,0,0,5,1,0,0,3,3,2,4,13,7,2,259.38,304.63
18,4,2,0,1,3,1,0,0,2,2,2,1,19,7,2,312.23,240.21
17,5,5,1,0,3,1,1,0,2,2,2,1,13,7,2,255.08,247.09
17,5,5,1,1,5,1,0,0,3,2,2,2,16,6,2,291.36,256.15
17,6,3,1,0,3,2,0,0,2,2,1,1,10,6,2,250.06,276.29
19,3,2,1,0,5,3,1,0,2,2,2,2,15,8,2,260.79,242.29
17,6,4,1,1,3,2,0,0,2,2,3,4,22,14,2,340.95,368.74
18,5,5,1,1,5,2,0,0,3,3,3,1,7,2,2,203.61,226.76
19,5,3,0,0,5,2,0,2,2,2,2,4,23,13,2,347.27,376.96
17,1,1,0,0,3,1,0,0,3,3,3,1,15,8,2,273.49,269.26
17,5,1,1,0,5,1,0,0,3,2,3,1,17,9,2,290.13,332.81
17,5,2,1,1,3,1,0,0,2,3,2,2,21,6,2,327.91,289.71
18,1,1,1,0,3,1,0,0,1,2,1,2,21,8,2,327.61,284.22
18,1,3,1,0,3,1,0,0,3,2,2,2,23,14,2,343.29,375.03
18,1,1,1,1,5,1,0,0,2,2,1,4,19,8,2,313.43,288.06
18,3,3,0,0,3,1,0,0,3,3,3,3,18,5,2,308.15,196.8
17,4,1,1,0,3,1,0,0,3,2,1,2,11,2,2,250.93,225.97
17,2,2,1,0,3,1,0,0,2,2,2,1,4,6,2,168.31,223.64
17,5,2,0,0,3,1,0,0,0,2,2,2,23,17,2,319.11,420.19
20,1,1,0,0,9,1,0,0,3,2,2,1,20,2,2,317.36,182.39
20,3,1,0,0,5,1,0,2,3,2,3,1,11,3,2,256.47,235.75
20,1,1,0,0,3,1,0,1,2,1,2,3,8,4,2,233.37,193.14
18,3,1,0,0,3,1,0,0,2,2,3,4,22,15,2,346.8,360.37
18,1,1,1,0,5,1,0,0,3,2,3,2,11,2,2,257.51,211.59
17,4,1,1,0,3,1,0,0,3,2,2,2,19,7,2,291.76,279.67
18,3,4,0,0,3,1,0,0,3,3,2,2,14,7,2,274.02,300.84
18,4,1,1,0,3,1,1,0,3,2,3,1,15,6,2,278.55,283.3
17,4,3,0,0,3,1,0,0,2,2,2,4,19,6,2,296.83,244.42
18,6,1,1,0,3,1,1,0,3,2,2,2,14,1,2,262.61,237.03
18,4,3,1,0,5,1,0,0,2,1,1,1,7,9,2,233.38,303.45
18,3,3,0,0,5,1,0,0,2,2,2,1,22,16,2,343.12,380.72
18,5,5,1,0,5,1,0,0,2,3,2,2,20,7,2,310.72,274.59
17,4,1,0,0,3,1,0,0,3,2,2,2,10,3,2,238.7,228.34
18,5,5,0,0,3,3,0,0,3,3,1,1,14,4,2,279.26,219.53
17,1,1,0,0,3,1,0,0,2,2,2,1,8,1,2,216.37,197.52
17,1,5,1,0,7,1,0,0,3,3,2,2,13,10,2,279.44,286.82
18,2,2,0,0,3,3,0,0,2,2,2,3,11,4,2,234.25,219.01
19,5,4,1,0,5,1,1,0,2,2,2,4,15,4,2,271.27,264.71
18,3,3,0,0,7,1,0,0,1,3,2,2,17,6,2,297.34,257.46
18,5,4,1,0,3,2,1,0,2,1,3,3,6,2,2,188.38,191.54
17,1,5,1,1,7,1,0,0,2,2,2,2,9,3,2,233.69,219.41
17,5,3,1,1,5,1,0,0,2,2,2,2,7,6,2,184.93,258.07
18,1,2,1,0,3,1,1,0,2,2,2,2,14,11,2,255.74,311.51
17,6,3,1,1,3,1,0,0,3,2,3,2,14,6,2,279.15,250.97
18,3,3,1,0,3,1,0,0,2,2,2,4,22,5,2,325.42,246.69
17,2,2,1,0,3,1,0,0,2,2,2,1,14,12,2,274.11,341.64
18,5,3,1,0,3,3,1,0,1,1,2,4,17,5,2,277.93,244.1
17,1,1,0,0,5,1,0,0,2,2,2,1,8,3,2,226.85,184.29
20,1,4,1,0,3,1,2,2,2,3,3,3,12,8,2,265.99,261.12
17,3,3,1,0,3,1,0,0,2,2,3,4,13,4,2,261.36,263.46
17,2,3,1,0,3,1,1,0,2,2,1,3,12,5,2,248.29,253.53
19,4,3,0,0,3,1,1,0,3,3,3,3,13,13,2,259.69,314.29
17,4,4,1,1,5,3,0,0,2,3,3,1,12,3,2,250.3,228.23
20,2,2,0,0,3,1,1,1,3,2,2,3,6,4,2,202.47,240.76
18,4,3,0,0,7,1,1,0,2,3,2,1,5,4,2,195.91,207.31
18,1,1,0,0,3,1,0,0,2,3,1,4,19,10,2,308.14,321.48
17,3,2,1,0,3,1,0,0,3,3,2,1,13,8,2,267.28,305.58
17,1,1,0,0,3,1,0,0,2,3,0,3,16,5,2,288.15,210.87
19,6,2,0,0,3,1,2,0,2,2,2,2,14,7,2,265.61,282.46
17,4,4,1,0,3,1,0,0,2,3,1,1,3,2,2,175.74,223
18,3,1,1,0,3,1,0,0,2,2,3,2,9,4,2,226.36,240.97
