IDADE,FORMAÇÃO DA MÃE,FORMAÇÃO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A  ESCOLA,GESTÃO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NÚMERO DE PONTOS EM MATEMÁTICA,SEXO,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMÁTICA
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
,,,,,,,,,,,,,,,,,
17,4,3,0,0,5,1,0,0,2,2,3,4,20,7,1,307.64,301.89
18,2,2,1,0,5,1,1,0,2,2,2,1,22,9,1,332.34,314.72
17,1,2,0,0,5,1,0,0,3,2,2,2,5,2,1,182.57,224.88
17,3,3,0,0,5,1,0,0,2,2,2,3,23,4,1,333.48,237.77
18,5,3,1,0,3,1,0,0,3,3,2,2,7,4,1,205.53,215.33
17,4,4,0,0,3,1,0,0,1,2,2,1,11,3,1,254.36,196.58
17,1,3,0,0,5,1,0,0,1,2,3,1,18,7,1,289.56,207.28
17,2,2,1,0,3,1,0,0,0,2,2,3,18,3,1,300.91,227.12
17,4,1,0,0,5,1,0,0,2,2,2,3,11,6,1,245.11,247.43
17,1,1,0,0,5,1,0,0,2,2,2,2,12,4,1,255.38,242.68
17,3,3,0,0,3,1,0,0,0,1,3,2,19,8,1,301.26,310.11
17,3,2,1,0,3,1,0,0,3,3,2,2,15,10,1,270.55,285.92
17,4,4,1,1,3,1,0,0,2,2,2,4,19,7,1,299.13,289.56
18,3,3,0,0,7,1,0,0,2,2,2,2,8,0,1,187.39,217.36
18,5,4,1,1,3,2,1,0,2,2,3,2,14,12,1,268.36,323.67
17,3,4,1,0,3,1,0,0,3,3,2,1,9,6,1,233.24,271.18
17,1,1,1,0,3,1,0,0,3,2,1,3,13,3,1,273.83,257.56
19,1,1,0,0,5,1,0,0,1,0,1,2,18,9,1,302.05,308.91
17,1,3,0,0,5,1,0,0,3,2,2,2,19,7,1,310.52,260.26
17,1,1,0,0,3,1,0,0,3,3,3,4,23,4,1,345.13,212.4
17,3,4,0,0,5,1,0,0,1,1,1,4,24,20,1,346.59,439.01
17,6,2,1,0,3,3,0,0,2,2,3,2,19,8,1,311.62,262.38
17,5,5,1,0,3,1,0,0,2,2,2,4,18,10,1,299.74,309.8
18,4,1,0,0,3,1,0,0,2,3,2,2,22,8,1,341.88,295.97
17,2,2,0,0,3,1,0,0,2,3,2,1,15,8,1,268.68,270.1
18,1,1,0,0,3,3,2,1,0,1,1,1,20,11,1,312.85,296.84
18,3,2,1,0,3,1,1,0,2,3,3,1,16,9,1,292.91,291.47
17,1,1,0,0,3,1,0,0,2,2,2,4,21,18,1,320.13,386.53
19,4,3,0,0,9,1,1,0,2,2,2,1,12,1,1,264.28,205.27
17,1,2,0,0,5,1,0,0,2,2,2,2,21,11,1,338.44,325.14
17,3,3,0,0,5,1,0,0,2,2,2,3,7,3,1,195.83,218.19
17,3,1,0,0,3,1,0,0,3,2,2,2,13,3,1,245.13,222.4
17,4,3,0,0,3,1,0,0,3,3,2,2,16,3,1,280,235.64
18,3,3,0,0,5,1,0,0,2,2,2,1,13,4,1,264.08,239.18
17,2,2,1,0,5,1,0,0,2,2,1,2,10,6,1,226.96,255.33
17,3,3,0,0,3,1,0,0,2,2,2,2,9,5,1,232.5,275.61
18,3,5,0,0,5,1,0,0,2,2,3,1,19,11,1,301.86,308.89
17,4,3,1,0,3,1,0,0,2,2,1,3,11,4,1,245.02,214.13
17,3,5,0,0,3,1,0,0,1,0,1,4,19,9,1,305,266.65
17,2,2,1,0,3,1,0,0,2,2,0,2,18,4,1,302.06,250.17
17,3,3,1,0,5,1,0,0,1,2,2,1,18,4,1,302.31,246.09
18,3,3,0,0,3,1,0,0,3,3,3,3,14,7,1,275.27,227.89
17,1,2,1,0,3,3,0,0,3,3,3,2,8,0,1,225.25,199.22
17,5,5,1,0,3,1,0,0,3,3,2,1,16,8,1,286.64,294.72
17,2,2,1,0,3,1,0,0,3,1,2,1,9,3,1,220.05,242.17
17,5,4,1,0,3,1,0,0,3,2,2,2,16,11,1,290.08,321.08
17,3,1,1,1,3,1,0,0,3,2,2,1,7,3,1,204.67,258.4
17,2,2,0,0,7,1,0,0,2,2,2,3,11,9,1,250.68,271.57
17,4,3,1,0,3,1,0,0,2,3,2,2,19,11,1,299.25,311.01
19,3,3,1,1,3,2,2,0,2,2,2,3,17,4,1,290.57,226.57
17,2,2,1,0,3,1,0,0,3,2,2,2,6,3,1,191.93,238.08
17,3,3,1,0,5,1,0,0,2,2,2,1,20,7,1,321.33,303.11
17,3,3,1,1,3,1,0,0,3,3,3,4,22,6,1,340.07,310.48
18,2,2,0,1,3,3,0,1,2,3,3,2,7,3,1,207.36,240.08
18,1,4,1,1,5,1,0,0,2,3,2,2,13,4,1,260.03,193.3
18,3,2,0,0,5,1,1,0,3,3,3,2,5,5,1,202.87,242.2
17,2,2,1,1,5,1,0,0,3,2,1,2,20,13,1,323.39,340.51
17,3,4,1,0,3,1,0,0,3,3,3,4,20,7,1,304.79,319.7
18,1,1,0,0,9,1,1,0,2,2,2,2,8,6,1,231.44,249.71
18,5,3,1,0,3,1,1,0,3,2,3,4,16,17,1,291.87,349.62
18,3,2,1,0,5,1,0,0,2,2,2,2,21,5,1,328.28,278.06
17,4,5,0,0,3,1,0,0,3,1,1,1,14,3,1,272.65,249.24
17,3,2,1,0,3,1,0,0,3,2,1,3,13,10,1,259.8,299.81
19,5,5,0,0,3,1,2,0,2,2,2,1,18,3,1,295.61,233.56
18,5,4,1,0,3,1,0,0,2,1,2,2,10,3,1,237.23,203.2
18,4,5,1,0,3,1,0,0,2,2,2,1,15,4,1,278.89,230.79
20,3,1,0,0,3,1,1,0,3,3,2,1,11,7,1,248.65,276.19
17,3,3,0,0,5,1,0,0,2,2,2,1,16,7,1,269.43,291.01
17,3,3,0,0,3,1,0,0,3,2,3,1,8,6,1,198.86,250.45
17,2,2,1,1,3,1,0,0,2,2,2,3,11,2,1,246.26,227.05
17,2,1,0,0,5,1,0,0,3,3,3,1,13,7,1,251.56,273.8
17,3,3,1,0,3,1,0,0,2,2,2,1,22,16,1,332.27,393.69
17,3,3,1,0,3,1,0,0,3,3,3,1,18,5,1,283.88,246.44
17,3,3,0,0,3,1,0,0,2,2,2,2,17,7,1,292.32,254.1
17,2,3,1,0,3,1,0,0,2,3,2,1,7,5,1,211.21,239.96
18,1,1,0,1,5,1,0,1,3,2,3,4,22,14,1,328.79,367.67
18,3,3,0,1,3,1,1,0,2,2,2,4,18,12,1,289.9,369.63
18,3,2,0,0,7,1,1,0,3,3,3,4,22,12,1,336.71,345.29
17,4,2,1,0,3,1,0,0,2,3,3,4,18,7,1,293.06,293.46
17,3,2,1,0,3,1,0,0,3,3,2,1,14,5,1,264.05,251.47
19,3,3,0,0,5,1,0,1,2,2,1,2,18,7,1,296.83,292.54
17,1,1,1,0,5,1,1,0,2,2,1,1,19,9,1,312.43,295.27
17,3,2,1,0,3,1,0,0,3,2,3,1,20,9,1,304.64,312.92
18,3,4,0,0,7,1,1,0,3,2,2,4,11,10,1,241.5,324.44
17,2,2,1,0,3,1,0,0,3,3,2,4,13,10,1,257.22,321.4
17,3,2,0,0,5,1,0,0,2,2,2,4,19,3,1,311.79,203.06
17,2,2,1,1,3,2,0,0,3,2,2,1,14,10,1,261.42,310.43
17,4,5,1,0,3,1,0,0,3,2,2,1,7,2,1,209.42,192.09
19,4,5,1,0,5,1,1,1,3,3,3,4,22,16,1,339.35,384.47
17,1,2,0,0,3,1,0,0,3,2,1,2,10,9,1,231.2,268.24
18,3,4,0,0,3,1,1,0,2,1,2,4,19,17,1,309.81,384.99
17,2,4,0,0,3,1,0,0,3,3,3,2,19,14,1,312.76,365.43
17,2,2,1,0,5,1,0,0,3,2,1,4,16,10,1,289.68,306
17,4,5,1,0,3,1,0,0,3,3,3,2,11,10,1,260.83,319.99
17,2,2,1,0,5,1,0,0,2,2,2,4,22,14,1,323.49,343.64
17,6,6,1,1,7,3,0,0,2,3,3,3,16,5,1,288.95,248.89
17,6,2,1,2,3,1,0,0,2,2,3,3,20,7,1,313.12,265.1
18,5,2,1,1,5,1,1,0,2,2,2,4,21,10,1,317.76,318.57
20,2,2,1,0,3,1,0,0,2,1,2,1,5,4,1,216.62,253.63
17,2,2,0,0,3,1,0,0,2,2,2,2,17,7,1,292.53,271.31
17,4,3,0,0,3,1,0,0,3,3,3,4,20,10,1,321.56,351.69
17,4,2,1,1,5,1,0,0,3,3,2,3,13,4,1,261.52,249.84
17,2,2,0,0,3,1,1,0,3,2,2,1,23,9,1,342.24,297.9
20,1,1,1,0,9,1,1,0,2,2,2,4,17,17,1,292.94,415.09
17,3,3,1,1,3,1,0,0,3,2,3,1,18,4,1,290.1,252.62
19,2,2,0,0,5,1,1,0,3,3,3,2,12,6,1,253.27,269.88
19,2,2,0,0,5,1,1,0,3,2,2,1,18,17,1,303.82,388.81
18,4,3,0,1,3,1,0,0,2,2,2,1,12,4,1,262.47,243.09
17,5,1,1,0,5,1,0,0,2,3,2,3,11,5,1,239.1,245.06
17,4,1,0,0,3,1,0,0,3,3,3,1,19,8,1,310.22,292.01
17,2,2,0,0,5,1,0,0,3,1,2,2,11,3,1,216.69,230.73
17,2,2,0,0,3,1,0,0,0,2,2,2,8,10,1,222.04,273.03
17,6,1,1,0,5,1,0,0,2,2,2,4,16,8,1,284.85,303.99
17,3,3,0,0,5,1,0,0,3,3,3,4,24,14,1,359.83,380
17,2,2,0,0,5,1,0,0,2,2,2,2,11,4,1,247.66,187.49
17,2,2,0,0,9,1,0,0,2,2,2,2,20,6,1,306.12,298.13
17,1,1,0,0,3,1,0,0,3,3,2,1,3,6,1,160.91,270.4
17,5,5,1,1,3,1,0,0,3,2,1,1,3,5,1,161.29,231.4
18,2,2,1,0,5,1,1,0,3,3,3,2,10,8,1,241.05,291.37
17,2,2,0,0,5,2,0,0,2,2,2,4,16,4,1,283.69,273.76
17,5,2,0,0,5,1,0,0,3,3,2,2,24,11,1,353.75,350.71
17,3,3,0,0,3,1,0,0,2,2,2,4,11,11,1,253.7,296.16
17,3,3,0,0,5,1,0,0,2,2,2,2,13,3,1,261.22,228.35
17,1,4,1,1,3,1,0,0,3,3,2,3,7,6,1,209.73,233.63
18,4,1,0,0,3,1,1,0,2,2,2,4,20,7,1,325.35,286.32
17,3,5,0,0,5,1,0,0,2,3,3,2,17,14,1,288.16,374.21
17,1,1,1,0,3,1,0,0,0,2,2,1,8,8,1,213.53,242.23
17,3,2,1,1,3,1,0,0,0,2,2,3,14,5,1,261.07,245.95
17,3,1,0,0,5,1,0,0,2,2,2,2,13,7,1,269.31,246.55
17,1,1,0,0,5,1,0,0,3,3,3,2,24,8,1,347.23,299.53
17,3,3,0,0,3,1,0,0,3,2,2,2,11,3,1,254.05,217.71
17,3,3,1,0,3,1,0,0,2,2,2,2,14,8,1,250.21,307.65
19,2,2,0,0,3,1,2,0,2,1,1,4,22,20,1,324.77,412.04
19,3,2,0,0,5,1,1,0,2,2,2,4,11,8,1,231.93,268.19
17,4,2,1,0,3,1,0,0,2,2,2,3,8,3,1,226.69,201.4
17,3,3,1,0,5,1,0,0,2,2,2,1,15,10,1,279.56,321.3
17,3,3,1,0,3,1,0,0,3,2,3,3,18,10,1,298.22,322.82
17,3,2,1,0,3,1,0,0,2,3,2,2,21,7,1,316.92,274.73
17,1,1,0,0,3,1,0,0,1,2,2,1,8,4,1,231.41,237.13
17,4,4,0,0,3,1,0,0,2,2,2,1,7,3,1,210.61,244.55
17,2,2,1,0,3,1,0,0,0,1,2,1,12,3,1,234.23,214.53
20,4,4,0,0,3,1,2,0,2,2,0,2,6,7,1,195.33,205.24
17,5,5,0,1,3,3,0,0,2,2,3,4,22,16,1,345.68,365.49
17,5,5,1,1,3,3,0,0,2,2,2,4,24,13,1,355.95,365
17,1,1,0,0,3,1,0,0,1,3,3,1,17,11,1,284.15,328.87
17,1,1,0,0,3,1,0,0,3,3,3,1,23,8,1,324.56,270.41
17,4,2,1,0,5,1,0,0,3,2,3,2,12,3,1,259.53,228.43
17,3,3,0,0,5,1,0,0,2,2,2,1,8,6,1,211.93,229.61
20,3,3,0,0,5,1,0,1,2,2,2,4,22,12,1,346.29,344.76
19,3,3,0,0,5,1,0,0,2,2,3,4,22,7,1,342.44,279.3
17,3,2,0,0,5,1,0,0,2,2,2,1,12,2,1,256.9,200.11
17,3,4,1,0,3,1,0,0,2,2,2,2,10,4,1,235.44,260.74
18,3,3,0,0,5,1,0,0,2,2,2,1,10,5,1,242.92,233.2
17,6,2,1,0,3,1,0,0,2,2,1,1,19,13,1,315.32,343.21
20,1,3,1,0,5,1,0,0,2,2,2,1,14,4,1,269.87,206.89
17,4,4,0,0,5,1,0,0,2,2,2,2,6,5,1,213.97,201.59
18,4,3,1,0,5,1,0,0,2,2,2,1,10,7,1,241.78,246.56
17,4,4,0,0,5,1,0,0,2,2,2,1,19,8,1,309.5,263.5
18,3,3,0,0,5,1,0,0,2,2,2,2,14,9,1,259.26,291.19
17,5,3,0,0,3,1,0,0,2,3,2,2,12,1,1,249.4,217.69
18,4,3,0,0,5,1,0,0,3,2,2,3,17,6,1,272.13,204.88
17,3,5,1,0,3,1,0,0,2,2,2,1,17,5,1,292.09,252.86
20,3,1,1,0,7,1,0,1,3,2,2,2,11,4,1,247.38,255.76
18,1,1,0,0,3,1,0,1,2,2,2,2,16,6,1,275.5,287.24
18,5,5,1,1,3,1,0,0,3,3,2,1,14,4,1,277.21,200.44
17,3,3,0,0,5,1,0,0,2,2,2,1,10,8,1,234.67,266.76
17,3,3,0,0,5,1,0,0,2,2,2,2,23,17,1,322.5,398.59
18,3,2,1,0,5,1,0,0,3,2,2,3,6,9,1,210.99,347.65
17,4,4,1,0,5,1,0,0,2,2,2,2,11,3,1,247.88,244.77
18,4,4,0,0,5,1,0,0,2,2,2,4,15,11,1,291.65,344.64
17,2,2,1,0,3,1,0,0,3,3,2,1,7,4,1,222.07,191.91
19,5,3,0,0,5,1,0,0,2,2,2,1,18,7,1,302.1,313.59
18,4,4,1,0,5,1,0,0,2,2,2,1,8,6,1,216.71,259.29
19,3,3,0,0,5,1,0,0,3,3,2,1,21,8,1,319.42,301.02
17,1,1,0,0,3,1,0,0,2,2,2,3,8,5,1,228.7,222.71
17,3,4,0,0,5,1,0,0,3,2,3,2,11,2,1,250.65,178.01
18,4,4,0,1,5,1,0,0,3,2,2,3,14,7,1,267.17,247.55
19,4,4,0,0,5,1,0,0,2,2,2,4,20,14,1,314.14,358.47
17,3,4,0,0,3,1,0,0,3,2,2,4,21,9,1,323.95,296.1
18,4,3,0,0,5,1,0,0,2,2,2,2,17,17,1,307.01,371.52
18,4,4,0,0,3,1,0,0,2,3,2,4,26,12,1,384.32,364.99
18,3,3,1,0,5,1,0,0,2,2,2,2,11,4,1,243.61,231.59
20,4,3,1,0,5,1,0,0,2,2,2,2,10,3,1,243.14,202.32
17,3,3,1,0,5,1,0,0,2,2,2,2,11,6,1,257.01,222.61
19,3,4,1,0,5,1,0,0,2,2,2,4,23,8,1,344.23,280.42
18,4,4,0,0,3,1,0,0,2,2,2,2,15,12,1,294.91,326.82
17,3,4,1,0,5,1,0,0,2,2,2,4,16,10,1,299.19,317.87
18,4,3,0,0,3,1,0,0,2,2,2,4,14,2,1,273.87,221.75
17,1,1,0,0,3,1,0,0,2,2,2,1,17,8,1,282.52,305.83
18,3,4,0,0,3,1,0,0,3,3,3,1,14,4,1,262.21,227.75
17,3,4,1,0,5,1,0,0,2,3,2,1,16,12,1,275.04,342.25
18,4,3,0,0,5,1,1,0,2,2,2,2,12,4,1,263.19,235.07
19,1,1,0,0,3,1,0,0,2,2,2,2,11,7,1,240.77,223.96
19,4,4,1,0,5,1,0,0,2,2,2,3,14,10,1,275.72,272.59
17,6,5,1,1,3,3,0,0,3,2,3,2,15,8,1,273.22,260.39
18,4,3,0,0,5,1,0,0,3,2,2,1,22,8,1,328.91,289.29
20,1,1,0,0,3,1,0,0,2,2,2,4,19,6,1,315.41,288.11
19,3,4,0,0,5,1,0,0,2,2,2,4,10,5,1,242.9,262.08
18,3,4,1,0,5,1,0,0,3,2,3,2,18,11,1,277.17,322.56
19,4,5,0,0,5,1,0,0,2,2,3,4,11,15,1,240.66,350.69
17,4,4,0,0,5,1,0,0,2,2,2,2,7,4,1,199.61,218.91
17,4,4,1,0,5,1,0,0,2,3,3,1,12,8,1,255.86,288.49
17,3,3,0,0,5,1,0,0,2,2,2,1,19,6,1,295.4,282.82
20,3,4,1,0,5,1,0,0,2,2,2,4,16,6,1,274.29,264.68
18,3,4,1,0,5,1,0,0,3,2,2,1,13,7,1,252.72,270.22
18,4,3,0,0,5,1,0,0,2,2,2,1,17,13,1,275.61,377.42
18,4,4,1,0,5,1,0,0,2,3,2,1,23,5,1,333.96,280.55
20,3,4,0,0,5,1,0,0,2,2,2,1,8,7,1,229.13,253.4
17,3,3,0,0,5,1,0,0,2,2,2,4,19,6,1,308.71,264.31
18,3,4,1,0,5,1,0,0,2,2,2,4,18,3,1,301.79,238.44
18,3,4,1,0,5,1,0,0,2,2,2,2,9,3,1,231.34,209.85
18,3,4,1,0,5,1,0,0,2,2,2,2,5,3,1,181.13,218.2
19,3,1,1,0,5,1,0,0,2,2,2,2,19,8,1,316.06,283.37
18,5,5,1,1,5,1,0,1,2,2,2,1,19,4,1,318.58,221.6
17,4,4,0,0,3,1,0,0,2,2,2,1,12,6,1,240.1,212.37
18,3,3,1,0,5,1,0,0,2,2,2,1,14,3,1,268.45,208.07
17,3,3,1,0,5,1,0,0,2,2,2,3,12,3,1,236.28,234.09
18,5,4,0,0,5,1,0,0,3,2,2,3,6,5,1,205.45,220.44
18,4,3,1,1,3,3,0,0,3,3,3,2,21,9,1,328.66,279.13
17,4,2,0,0,3,1,0,0,2,3,3,2,12,3,1,257.78,231.58
19,3,3,1,0,3,1,1,0,2,1,2,4,8,5,1,198.9,249.72
17,2,2,1,0,5,1,0,0,2,2,2,3,18,6,1,296.53,268.54
20,2,2,1,0,5,1,0,0,3,3,3,2,12,7,1,262.52,267.15
17,4,2,1,1,5,1,0,0,2,2,2,1,5,2,1,200.66,224.17
17,3,5,1,0,3,1,0,0,3,2,2,2,19,8,1,296.36,282.17
18,1,1,1,0,5,1,0,0,2,2,2,3,10,2,1,242.19,230.41
18,3,3,1,0,5,1,0,0,2,1,2,2,15,1,1,283.71,209.96
17,3,2,1,0,5,1,0,0,3,3,3,2,9,6,1,220.88,276.21
18,4,2,0,0,3,1,1,0,2,2,1,1,10,9,1,222.88,288.39
17,2,2,1,0,5,1,0,0,3,3,3,4,19,4,1,298.54,229.52
18,1,2,0,0,5,1,0,0,2,3,3,1,5,4,1,202.67,209.61
17,5,3,1,0,3,1,0,0,2,2,3,2,17,5,1,280.77,223.86
17,3,3,1,2,5,1,0,0,3,3,3,2,19,14,1,298.04,369.57
18,1,1,0,0,5,1,1,0,3,2,2,1,4,5,1,180.59,210.06
17,3,4,1,0,3,1,0,0,2,2,2,1,7,4,1,205.33,256.52
18,1,3,1,0,3,1,1,0,3,3,3,1,12,8,1,253.81,263.51
17,5,2,0,0,5,1,0,0,3,2,2,2,13,9,1,258.65,291.8
18,3,2,1,0,3,1,0,0,3,2,2,2,16,16,1,286.62,381.08
17,3,3,1,0,5,1,0,1,2,2,2,4,9,5,1,240.92,239.63
18,3,1,1,0,3,1,1,0,3,3,3,3,12,7,1,255.66,259.39
17,3,4,1,0,3,2,1,1,0,0,0,1,13,3,1,246.76,227.15
17,3,3,0,0,5,1,0,0,3,2,3,2,16,2,1,281.16,226.59
17,4,5,1,1,3,1,0,0,3,2,2,1,21,14,1,331.93,379.74
18,5,4,1,1,5,1,1,0,3,2,2,1,18,6,1,286.8,206.54
18,3,2,0,0,3,1,1,0,3,2,3,1,7,3,1,210.63,195.2
17,3,3,0,0,5,1,0,0,3,3,3,1,15,7,1,281.94,269.66
17,2,2,1,0,5,1,0,0,3,3,2,1,14,12,1,279.16,341.51
17,1,4,1,0,3,1,0,0,2,2,2,2,6,5,1,190.52,262.14
17,6,5,1,1,3,1,0,0,3,1,2,1,8,8,1,215.74,308.16
20,2,2,1,0,5,1,0,2,3,3,3,1,14,8,1,261.47,294.61
17,1,2,0,0,3,1,0,1,2,2,2,1,19,6,1,291.96,262.2
17,6,5,1,1,3,3,0,0,3,3,3,1,12,6,1,233.42,270.27
18,3,2,1,0,5,1,0,0,3,3,3,4,18,21,1,305.16,411.29
18,1,1,0,0,5,1,1,0,3,3,3,2,20,6,1,311.83,272.7
18,3,3,1,0,5,1,0,0,3,2,2,3,9,2,1,219.51,232.29
17,4,6,1,0,5,1,0,0,2,2,3,3,5,4,1,189.92,264.82
17,3,2,1,1,5,1,0,0,3,2,2,1,14,8,1,251.72,297.94
17,5,5,1,0,5,1,0,0,3,3,3,4,15,10,1,279.84,279.42
17,6,6,1,1,3,1,0,0,2,2,2,4,22,5,1,343.95,242.26
17,5,2,1,1,3,1,0,0,2,2,2,2,23,11,1,350.19,356.4
17,3,2,0,0,7,1,0,0,3,3,3,1,13,6,1,254.57,242.91
17,4,4,1,0,5,1,0,0,2,2,2,1,11,6,1,252.53,255.22
17,5,2,0,0,3,1,0,0,3,3,3,1,14,5,1,261.56,229.83
18,5,4,1,1,3,2,1,1,2,3,3,2,6,6,1,181.71,228.55
17,2,2,1,0,5,1,0,0,2,3,2,4,17,16,1,295.89,396.83
17,5,4,1,1,5,1,0,0,3,2,2,2,20,9,1,315.84,250.51
17,2,2,1,0,3,1,0,0,2,2,1,2,9,6,1,231.05,279.19
17,3,3,1,0,5,1,0,0,3,2,2,2,8,2,1,212.67,212.76
17,4,3,1,0,5,1,0,0,3,3,3,1,8,3,1,224,221.38
17,4,4,1,1,5,1,0,0,3,3,3,3,7,5,1,207.58,249.91
17,1,2,1,0,5,1,0,0,3,3,3,4,13,8,1,261.59,282.42
17,6,5,0,1,3,3,0,0,2,1,2,2,23,7,1,346.87,277.83
17,1,2,0,0,3,1,0,0,2,2,2,1,7,5,1,227.21,244.88
17,4,5,1,1,5,1,0,0,2,2,2,2,15,4,1,270.05,268.3
20,2,2,1,0,5,1,2,0,3,3,3,2,19,8,1,315.85,276.33
17,4,3,1,1,5,1,0,0,2,1,2,2,19,3,1,305.52,238.78
17,3,3,1,0,5,1,0,1,2,1,2,1,9,6,1,237.07,267.97
18,2,2,1,0,5,1,1,0,2,2,2,2,8,7,1,213.32,276.7
19,4,2,0,0,3,1,0,1,2,2,2,4,7,6,1,224.33,266.84
18,3,3,1,0,5,1,1,1,2,2,2,2,11,8,1,218.38,257.8
18,5,2,1,0,7,1,1,0,3,3,3,4,23,12,1,341.89,340.04
20,3,3,0,0,5,1,0,1,3,2,2,1,18,4,1,288.4,270.06
18,2,2,1,0,3,1,0,0,1,2,0,2,10,4,1,233.78,232.88
20,2,2,1,0,5,1,2,2,3,2,2,1,6,2,1,218.64,219.09
18,3,3,0,0,3,1,1,0,3,2,2,1,19,5,1,296.18,268.74
19,2,2,1,0,3,1,1,0,2,2,2,4,22,22,1,350.41,433.93
18,2,2,1,0,5,1,0,0,3,2,2,1,12,4,1,252.01,197.41
17,6,1,1,1,3,2,0,0,2,2,2,2,14,2,1,261.49,189.72
18,1,1,0,0,7,1,0,0,2,3,2,4,25,17,1,382.04,380.83
17,2,2,0,0,5,1,0,0,2,2,2,4,25,20,1,377.38,439.75
18,1,2,0,0,7,1,0,0,3,2,2,1,11,7,1,242,249.39
17,4,5,0,1,3,1,0,0,3,2,2,2,14,6,1,275.59,250.52
18,2,2,1,0,5,1,0,0,3,3,3,1,8,3,1,215.46,185.98
18,2,2,1,0,5,1,0,0,2,2,2,4,24,18,1,367.54,406.96
18,4,4,1,0,3,1,1,0,3,3,2,4,24,22,1,373.49,430.49
18,2,2,1,1,5,3,1,0,2,2,2,3,11,2,1,247.06,200.4
18,2,2,1,0,5,1,0,0,3,2,2,4,19,17,1,287.13,409.24
17,1,1,1,0,5,1,0,0,2,2,2,1,24,5,1,350.1,278.8
20,3,3,1,0,7,1,1,0,2,2,2,1,12,3,1,244.49,218.25
18,3,2,1,2,7,1,1,0,3,2,2,4,22,8,1,313.55,293.86
19,2,2,1,0,5,1,0,0,3,3,3,3,10,8,1,229.4,273.12
17,3,3,1,0,7,1,0,0,2,2,2,1,12,6,1,232.56,294.06
18,2,2,1,0,5,1,1,0,0,2,2,2,22,13,1,323.25,350.32
17,2,2,0,0,3,1,0,0,2,2,2,3,22,9,1,346.01,310.44
17,2,2,1,0,5,1,0,0,3,3,2,1,21,21,1,331.52,439.6
17,3,1,0,0,3,1,0,0,2,2,2,2,10,3,1,241.69,226.34
17,2,2,1,0,5,1,0,0,3,2,2,1,15,5,1,264.94,221.58
19,3,1,1,0,3,1,1,0,2,2,2,2,7,8,1,204.14,285.75
17,5,2,1,1,5,1,0,0,2,2,2,2,21,6,1,331.77,250.79
17,3,3,1,1,5,1,0,0,2,2,2,4,9,13,1,225.19,345.7
20,2,2,0,0,5,1,2,1,3,2,2,4,22,7,1,338.54,281.6
19,3,4,0,0,5,1,2,2,2,2,2,2,14,4,1,273.78,209.2
18,3,2,1,0,3,1,0,0,3,3,2,2,15,10,1,279.88,316.68
17,2,2,1,0,3,1,0,0,2,2,2,4,12,9,1,248.17,307.08
19,3,2,0,0,5,1,1,0,2,2,2,1,14,7,1,260.19,260.74
18,2,2,0,0,3,1,0,0,3,2,1,4,18,7,1,290.46,267.67
17,3,2,1,0,3,1,1,1,3,3,2,1,22,6,1,326.1,276.34
17,1,1,0,0,5,1,0,0,2,2,2,2,17,5,1,291.14,260
19,3,4,1,1,5,1,0,0,3,3,3,4,23,7,1,357.38,263.03
18,3,4,1,0,3,1,0,0,3,2,3,2,19,11,1,310.53,322.89
17,3,3,1,0,3,1,0,0,3,3,2,4,21,13,1,326.87,352.39
18,4,2,1,0,5,2,1,1,3,3,2,4,17,16,1,294.85,386.47
18,6,4,1,2,3,2,1,0,3,3,3,4,19,6,1,293.91,244.19
18,2,2,1,0,5,1,0,0,2,2,1,4,10,9,1,236.32,313.25
17,5,5,1,2,3,3,0,0,3,2,1,2,21,8,1,317.17,279.16
17,2,2,1,1,3,1,0,0,2,2,2,2,13,6,1,259.27,255.12
18,4,2,1,0,5,1,0,0,3,3,2,1,10,3,1,254.48,179.99
18,1,3,1,0,5,1,0,1,2,2,2,1,16,15,1,279.73,382.78
17,6,4,1,1,5,3,0,0,2,2,2,1,20,10,1,323.01,303
17,2,2,1,1,5,1,0,0,3,2,2,1,16,5,1,284.49,243.29
18,3,5,0,0,3,3,0,0,3,3,3,2,12,3,1,226.24,232.24
17,5,5,1,0,5,1,0,0,3,3,3,2,14,8,1,275.99,300.64
17,3,2,1,1,5,1,0,0,2,2,2,2,11,4,1,254.63,251.82
17,3,3,0,0,3,1,0,0,1,1,2,1,9,5,1,227.21,251.56
18,4,5,1,2,5,1,0,0,2,3,2,2,12,10,1,243.71,285.33
17,4,4,1,0,3,1,0,0,3,3,3,4,24,11,1,355.99,345.44
17,6,3,1,1,5,1,0,0,3,3,3,1,3,7,1,156.94,253.54
18,1,1,1,1,5,1,0,0,2,2,2,1,15,4,1,282.55,189.89
18,4,4,1,0,3,1,0,0,2,2,2,2,11,4,1,236.47,241.4
18,4,3,0,0,5,1,0,0,3,3,2,2,7,3,1,190.38,207.98
